Sample Number,Follow Number,Date_Collected,Who_Collected,Time_Collected,Cold_Thermos,Dirt_Fecal,First_Urine_Day,CAMP/LAB_specgravitymeter,Site,Species,Age_Class,8OHdG_Result,tblAnalysis_8-OHdG.CV,tblAnalysis_8-OHdG.Status,TAC_Result,tblAnalysis_TAC.CV,tblAnalysis_TAC.Status,Neopterin_Result,tblAnalysis_Neopterin.CV,tblAnalysis_Neopterin.Status,Cortisol_Result,tblAnalysis_Cortisol.CV,tblAnalysis_Cortisol.Status
NM 58,,14-Aug-13,Liz Ballare,7:29:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,dependent immature non-clinging infant (4yrs-weaned),,,,,,,,,,,,
NM 59,,15-Aug-13,Liz Ballare,9:19:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
NM 127,,8-Apr-15,Liz Ballare,1:10:00 PM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 143,,9-Apr-15,Liz Ballare,1:06:00 PM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 211,,5-May-15,Liz Ballare,11:08:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 224,,10-Jun-15,Liz Ballare,8:58:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 254,,17-Jun-15,Liz Ballare,9:11:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 260,,17-Jun-15,Liz Ballare,10:15:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 268,,18-Jun-15,Liz Ballare,9:53:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 282,,19-Jun-15,Liz Ballare,10:17:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 286,,23-Jun-15,Liz Ballare,9:19:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 299,,25-Jun-15,Liz Ballare,6:32:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 309,,26-Jun-15,Liz Ballare,7:06:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 171,,11-Apr-15,Liz Ballare,12:08:00 PM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 181,,23-Apr-15,Liz Ballare,11:26:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 193,,3-May-15,Liz Ballare,11:49:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 281,,19-Jun-15,Liz Ballare,10:15:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 293,,23-Jun-15,Liz Ballare,10:34:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 329,,29-Jun-15,Liz Ballare,10:21:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 334,,13-Jul-15,Liz Ballare,7:11:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 338,,13-Jul-15,Liz Ballare,9:00:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 130,,19-Apr-15,Liz Ballare,9:30:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
NM 165,,22-Apr-15,Liz Ballare,10:19:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
NM 195,,3-May-15,Liz Ballare,11:59:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
NM 250,,16-Jun-15,Liz Ballare,12:11:00 PM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
NM 296,,23-Jun-15,Liz Ballare,11:10:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
NM 311,,26-Jun-15,Liz Ballare,8:06:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,,,,,,,,,,,,,
NM 319,,29-Jun-15,Liz Ballare,8:00:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
NM 326,,29-Jun-15,Liz Ballare,9:56:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
NM 241,,15-Jun-15,Liz Ballare,6:55:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
NM 270,,18-Jun-15,Liz Ballare,10:42:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
NM 318,,29-Jun-15,Liz Ballare,7:47:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
NM 337,,13-Jul-15,Liz Ballare,8:57:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
NM 170,,22-Apr-15,Liz Ballare,12:06:00 PM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 178,,23-Apr-15,Liz Ballare,11:00:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 272,,19-Jun-15,Liz Ballare,8:29:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 288,,23-Jun-15,Liz Ballare,9:55:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 294,,23-Jun-15,Liz Ballare,10:43:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 303,,25-Jun-15,Liz Ballare,8:56:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 324,,29-Jun-15,Liz Ballare,9:09:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 328,,29-Jun-15,Liz Ballare,10:17:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 339,,13-Jul-15,Liz Ballare,9:33:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 109,,6-Apr-15,Liz Ballare,10:27:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 117,,8-Apr-15,Liz Ballare,9:15:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 154,,10-Apr-15,Liz Ballare,2:39:00 PM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 141,,9-Apr-15,Liz Ballare,12:28:00 PM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 157,,11-Apr-15,Liz Ballare,12:22:00 PM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 159,,11-Apr-15,Liz Ballare,2:24:00 PM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 172,,22-Apr-15,Liz Ballare,12:27:00 PM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 175,,23-Apr-15,Liz Ballare,10:43:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 189,,3-May-15,Liz Ballare,11:27:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 220,,15-May-15,Liz Ballare,1:01:00 PM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 228,,10-Jun-15,Liz Ballare,9:22:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 239,,12-Jun-15,Liz Ballare,10:11:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 257,,17-Jun-15,Liz Ballare,10:08:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 263,,18-Jun-15,Liz Ballare,10:32:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 169,,22-Apr-15,Liz Ballare,12:04:00 PM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 180,,23-Apr-15,Liz Ballare,11:11:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
NM 235,,12-Jun-15,Liz Ballare,9:22:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
NM 242,,15-Jun-15,Liz Ballare,7:20:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
NM 261,,17-Jun-15,Liz Ballare,10:21:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
NM 269,,18-Jun-15,Liz Ballare,10:23:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
NM 314,,26-Jun-15,Liz Ballare,8:48:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
NM 183,,2-May-15,Liz Ballare,2:42:00 PM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 192,,3-May-15,Liz Ballare,11:37:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 279,,19-Jun-15,Liz Ballare,9:46:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 297,,23-Jun-15,Liz Ballare,11:17:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 304,,25-Jun-15,Liz Ballare,9:06:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 313,,26-Jun-15,Liz Ballare,8:42:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 325,,29-Jun-15,Liz Ballare,9:44:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 164,,22-Apr-15,Liz Ballare,10:13:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,independent immature (older juvs),,,,,,,,,,,,
NM 187,,3-May-15,Liz Ballare,10:59:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,independent immature (older juvs),,,,,,,,,,,,
NM 209,,5-May-15,Liz Ballare,10:08:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,independent immature (older juvs),,,,,,,,,,,,
NM 280,,19-Jun-15,Liz Ballare,10:08:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,independent immature (older juvs),,,,,,,,,,,,
NM 289,,23-Jun-15,Liz Ballare,9:57:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,independent immature (older juvs),,,,,,,,,,,,
NM 298,,25-Jun-15,Liz Ballare,6:29:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,independent immature (older juvs),,,,,,,,,,,,
NM 308,,26-Jun-15,Liz Ballare,6:59:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,independent immature (older juvs),,,,,,,,,,,,
NM 330,,29-Jun-15,Liz Ballare,11:05:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,independent immature (older juvs),,,,,,,,,,,,
NM 185,,2-May-15,Liz Ballare,2:44:00 PM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 277,,19-Jun-15,Liz Ballare,9:41:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 290,,23-Jun-15,Liz Ballare,10:00:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 315,,26-Jun-15,Liz Ballare,9:04:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 312,,26-Jun-15,Liz Ballare,8:36:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
NM 138,,9-Apr-15,Liz Ballare,11:49:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
NM 129,,9-Apr-15,Liz Ballare,9:06:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
NM 145,,10-Apr-15,Liz Ballare,8:45:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
NM 166,,22-Apr-15,Liz Ballare,10:24:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
NM 179,,23-Apr-15,Liz Ballare,11:04:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
NM 206,,5-May-15,Liz Ballare,9:52:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
NM 219,,15-May-15,Liz Ballare,12:40:00 PM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
NM 226,,10-Jun-15,Liz Ballare,9:07:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
NM 237,,12-Jun-15,Liz Ballare,10:00:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
NM 256,,17-Jun-15,Liz Ballare,10:04:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
NM 267,,18-Jun-15,Liz Ballare,9:55:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
NM 113,,7-Apr-15,Liz Ballare,11:25:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,independent immature (older juvs),,,,,,,,,,,,
NM 124,,8-Apr-15,Liz Ballare,12:40:00 PM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,independent immature (older juvs),,,,,,,,,,,,
NM 132,,9-Apr-15,Liz Ballare,10:45:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,independent immature (older juvs),,,,,,,,,,,,
NM 177,,23-Apr-15,Liz Ballare,10:54:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,independent immature (older juvs),,,,,,,,,,,,
NM 196,,3-May-15,Liz Ballare,12:00:00 PM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult unflanged male,,,,,,,,,,,,
NM 273,,19-Jun-15,Liz Ballare,8:32:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult unflanged male,,,,,,,,,,,,
NM 292,,23-Jun-15,Liz Ballare,10:28:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult unflanged male,,,,,,,,,,,,
NM 305,,14-Jun-15,Liz Ballare,9:40:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult unflanged male,,,,,,,,,,,,
NM 317,,26-Jun-15,Liz Ballare,9:16:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult unflanged male,,,,,,,,,,,,
NM 323,,29-Jun-15,Liz Ballare,9:04:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult unflanged male,,,,,,,,,,,,
NM 108,,6-Apr-15,Liz Ballare,8:18:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult unflanged male,,,,,,,,,,,,
NM 112,,7-Apr-15,Liz Ballare,10:00:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult unflanged male,,,,,,,,,,,,
NM 126,,8-Apr-15,Liz Ballare,1:05:00 PM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult unflanged male,,,,,,,,,,,,
NM 151,,10-Apr-15,Liz Ballare,10:32:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult unflanged male,,,,,,,,,,,,
NM 162,,11-Apr-15,Liz Ballare,2:46:00 PM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult unflanged male,,,,,,,,,,,,
NM 234,,12-Jun-15,Liz Ballare,9:20:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult unflanged male,,,,,,,,,,,,
NM 247,,16-Jun-15,Liz Ballare,11:16:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult unflanged male,,,,,,,,,,,,
NM 252,,16-Jun-15,Liz Ballare,2:24:00 PM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult unflanged male,,,,,,,,,,,,
NM 253,,17-Jun-15,Liz Ballare,7:21:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult unflanged male,,,,,,,,,,,,
NM 300,,24-Jun-15,Liz Ballare,6:44:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult unflanged male,,,,,,,,,,,,
NM 207,,15-May-15,Liz Ballare,10:01:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
NM 212,,5-May-15,Liz Ballare,11:11:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
NM 214,,14-May-15,Liz Ballare,12:18:00 PM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
NM 225,,10-Jun-15,Liz Ballare,9:00:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
NM 233,,12-Jun-15,Liz Ballare,7:00:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
NM 236,,12-Jun-15,Liz Ballare,9:45:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
NM 249,,16-Jun-15,Liz Ballare,11:36:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
NM 301,,24-Jun-15,Liz Ballare,6:46:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
NM 120,,8-Apr-15,Liz Ballare,11:10:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
NM 197,,3-May-15,Liz Ballare,12:02:00 PM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
NM 115,,8-Apr-15,Liz Ballare,7:33:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
NM 122,,8-Apr-15,Liz Ballare,11:45:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
NM 147,,10-Apr-15,Liz Ballare,9:08:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
NM 160,,11-Apr-15,Liz Ballare,2:31:00 PM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
NM 174,,23-Apr-15,Liz Ballare,10:40:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
NM 210,,5-May-15,Liz Ballare,10:14:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
NM 217,,15-May-15,Liz Ballare,12:27:00 PM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
NM 232,,12-Jun-15,Liz Ballare,6:50:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
NM 248,,16-Jun-15,Liz Ballare,11:35:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
NM 255,,17-Jun-15,Liz Ballare,9:20:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
NM 186,,2-May-15,Liz Ballare,2:52:00 PM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 275,,19-Jun-15,Liz Ballare,9:13:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 291,,23-Jun-15,Liz Ballare,10:26:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 306,,24-Jun-15,Liz Ballare,9:53:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 322,,29-Jun-15,Liz Ballare,9:01:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 332,,29-Jun-15,Liz Ballare,11:09:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 336,,13-Jul-15,Liz Ballare,7:43:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 123,,8-Apr-15,Liz Ballare,11:42:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 200,,3-May-15,Liz Ballare,12:34:00 PM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 107,,6-Apr-15,Liz Ballare,8:12:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 111,,7-Apr-15,Liz Ballare,10:35:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 125,,8-Apr-15,Liz Ballare,12:43:00 PM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 133,,9-Apr-15,Liz Ballare,11:04:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 149,,10-Apr-15,Liz Ballare,9:45:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 152,,10-Apr-15,Liz Ballare,10:34:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
