Sample Number,Follow Number,Date_Collected,Who_Collected,Time_Collected,Cold_Thermos,Dirt_Fecal,First_Urine_Day,CAMP/LAB_specgravitymeter,Site,Species,Age_Class,8OHdG_Result,tblAnalysis_8-OHdG.CV,tblAnalysis_8-OHdG.Status,TAC_Result,tblAnalysis_TAC.CV,tblAnalysis_TAC.Status,Neopterin_Result,tblAnalysis_Neopterin.CV,tblAnalysis_Neopterin.Status,Cortisol_Result,tblAnalysis_Cortisol.CV,tblAnalysis_Cortisol.Status
305,,23-Oct-12,Caco,7:47:00 AM,FALSE,TRUE,FALSE,1.04,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),,,,,,,571.557,3.4,ok,7019.282,16.3,ok
306,5304,28-Oct-12,Caco,12:52:00 PM,FALSE,TRUE,FALSE,1.03,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,129.121,2.7,ok,5393.024,7,ok
307,5325,5-Nov-12,Idun,2:13:00 PM,FALSE,TRUE,FALSE,1.033,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
308,5331,10-Nov-12,Caco,10:23:00 AM,FALSE,TRUE,FALSE,1.02,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,3136.723,18.2,rerun
309,5335,11-Nov-12,Abuk,5:16:00 AM,FALSE,TRUE,TRUE,1.007,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
310,5337,12-Nov-12,Idun,8:48:00 AM,FALSE,FALSE,FALSE,1.033,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,5613.839,4.5,ok
311,5344,14-Nov-12,Idun,8:35:00 AM,FALSE,TRUE,FALSE,1.032,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,20478.325,5.2,ok
312,5342,14-Nov-12,Idun,11:27:00 AM,FALSE,TRUE,FALSE,1.016,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,21389.957,5.4,ok
313,5350,17-Nov-12,Caco,8:44:00 AM,FALSE,TRUE,FALSE,1.033,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,581.729,3.6,ok,8185.769,10.9,ok
314,5353,18-Nov-12,Idun,7:25:00 AM,FALSE,TRUE,FALSE,1.016,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,4920.458,26.2,rerun
315,5353,18-Nov-12,Idun,9:23:00 AM,FALSE,TRUE,FALSE,1.032,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,13647.97,13.1,ok
316,5358,21-Nov-12,Idun,10:07:00 AM,FALSE,TRUE,FALSE,1.011,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,309.365,4,ok,4801.241,2.1,ok
317,5358,21-Nov-12,Alysse,1:25:00 PM,FALSE,TRUE,FALSE,1.032,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
318,,25-Nov-12,Idun,5:06:00 AM,FALSE,FALSE,TRUE,1.031,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,1166.026,7.4,ok,12699.073,4.8,ok
319,,25-Nov-12,Idun,4:39:00 AM,FALSE,TRUE,TRUE,1.042,Tuanan,Pongo pygmaeus wurmbii,dependent immature non-clinging infant (4yrs-weaned),,,,,,,326.963,1,ok,8623.944,8.9,ok
320,5366,25-Nov-12,Alysse,4:56:00 AM,FALSE,TRUE,TRUE,1.033,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),,,,,,,1397.583,2.3,ok,4714.369,14.3,ok
321,5368,26-Nov-12,Alysse,10:38:00 AM,FALSE,FALSE,FALSE,1.006,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
322,5369,27-Nov-12,Idun,1:43:00 PM,FALSE,TRUE,FALSE,1.012,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
323,5374,2-Dec-12,Alysse,2:45:00 PM,FALSE,FALSE,FALSE,1.033,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
324,5375,3-Dec-12,Alysse,1:34:00 PM,FALSE,TRUE,FALSE,1.016,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
325,5379,4-Dec-12,Idun,9:35:00 AM,FALSE,TRUE,FALSE,1.011,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,162.096,7.5,ok,12430.257,7.7,ok
326,5383,8-Dec-12,Alysse,7:54:00 AM,FALSE,TRUE,FALSE,1.007,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,120.753,3.7,ok,6326.291,5.6,ok
327,5383,8-Dec-12,Alysse,5:59:00 AM,FALSE,TRUE,TRUE,1.011,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,8072.656,9.4,ok
328,5388,13-Dec-12,Alysse,1:32:00 PM,FALSE,FALSE,FALSE,,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,2433.244,12.9,ok
329,5392,18-Dec-12,Alysse,12:14:00 PM,FALSE,TRUE,FALSE,1.016,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,,,,,,,,,,,,
330,5400,30-Dec-12,Idun,7:16:00 AM,FALSE,TRUE,FALSE,1.006,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,509.899,70,rerun
331,5401,31-Dec-12,Idun,7:51:00 PM,FALSE,FALSE,FALSE,1.001,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,154.002,10.3,ok,1241.712,9.4,ok
332,5406,15-Jan-13,Alysse,5:36:00 AM,FALSE,FALSE,FALSE,1.02,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,1624.982,2.5,ok
333,5410,22-Jan-13,Idun,9:58:00 PM,FALSE,TRUE,FALSE,1.016,Tuanan,Pongo pygmaeus wurmbii,dependent immature non-clinging infant (4yrs-weaned),,,,,,,,,,2417.204,15.6,ok
334,5414,22-Jan-13,Idun,8:19:00 AM,FALSE,TRUE,FALSE,1.008,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,987.382,27.5,rerun
335,5419,31-Jan-13,Idun,10:03:00 AM,FALSE,FALSE,FALSE,1.01,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,152.948,5.8,ok
336,5417,31-Jan-13,Idun,5:32:00 AM,FALSE,TRUE,TRUE,1.08,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
337,5430,11-Feb-13,Alysse,9:46:00 AM,FALSE,TRUE,FALSE,1.043,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,966.324,78,rerun
338,5432,13-Feb-13,Alysse,5:16:00 AM,FALSE,FALSE,TRUE,1.036,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,262.645,5.1,ok,2478.98,12.1,ok
339,5435,14-Feb-13,Alysse,11:21:00 AM,FALSE,TRUE,FALSE,1.011,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,618.86,9,ok
340,5442,21-Feb-13,Alysse,7:21:00 AM,FALSE,FALSE,FALSE,1.02,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,3821.444,13.4,ok
341,5442,21-Feb-13,Idun,10:11:00 AM,FALSE,FALSE,FALSE,1.043,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,205.511,11,ok,3484.922,1.8,ok
342,5444,22-Feb-13,Alysse,9:26:00 AM,FALSE,FALSE,FALSE,1.011,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,1373.964,14.2,ok
343,5444,22-Feb-13,Alysse,10:38:00 AM,FALSE,TRUE,FALSE,1.012,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,3790.719,4.5,ok
344,5460,12-Mar-13,Idun,5:24:00 AM,FALSE,FALSE,TRUE,1.04,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,1305.798,4.1,ok,145465.1,8,ok
345,5459,12-Mar-13,Alysse,6:16:00 AM,FALSE,TRUE,FALSE,1.007,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,,,,,,,,,,,,
346,5464,14-Mar-13,Idun,5:29:00 AM,FALSE,TRUE,TRUE,1.042,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,492.154,8.9,ok,3484.903,1.7,ok
347,5467,15-Mar-13,Alysse,5:32:00 AM,FALSE,FALSE,TRUE,1.042,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,655.888,12.1,ok,57801.951,1.2,ok
348,,16-Mar-13,Alysse,5:22:00 AM,FALSE,FALSE,TRUE,1.03,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,5011.59,0,ok,282030.8,1,ok
349,5472,19-Mar-13,Alysse,4:57:00 AM,FALSE,FALSE,TRUE,1.002,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),,,,,,,1489.348,11.9,ok,5444.58,16.7,ok
350,5481,27-Mar-13,Alysse,1:39:00 PM,FALSE,FALSE,FALSE,1.011,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,460.904,12.7,ok,62501.579,5.7,ok
NM 60,,10-Mar-15,Liz Ballare,9:05:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 61,,10-Mar-15,Liz Ballare,9:45:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult unflanged male,,,,,,,,,,,,
NM 62,,10-Mar-15,Liz Ballare,9:47:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 63,,11-Mar-15,Liz Ballare,8:58:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
NM 64,,11-Mar-15,Liz Ballare,10:36:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
NM 65,,11-Mar-15,Liz Ballare,10:36:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
NM 66,,12-Mar-15,Liz Ballare,7:03:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,independent immature (older juvs),,,,,,,,,,,,
NM 67,,12-Mar-15,Liz Ballare,8:04:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult unflanged male,,,,,,,,,,,,
NM 68,,12-Mar-15,Liz Ballare,9:35:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
NM 69,,12-Mar-15,Liz Ballare,9:49:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
NM 70,,12-Mar-15,Liz Ballare,9:00:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
NM 71,,23-Mar-15,Liz Ballare,9:02:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
NM 72,,23-Mar-15,Liz Ballare,9:20:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
NM 73,,23-Mar-15,Liz Ballare,9:45:00 AM,FALSE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,independent immature (older juvs),,,,,,,,,,,,
NM 74,,23-Mar-15,,10:34:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,independent immature (older juvs),,,,,,,,,,,,
NM 75,,24-Mar-15,Liz Ballare,9:03:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,independent immature (older juvs),,,,,,,,,,,,
NM 76,,24-Mar-15,Liz Ballare,9:32:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult unflanged male,,,,,,,,,,,,
NM 77,,24-Mar-15,Liz Ballare,9:40:00 AM,FALSE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,independent immature (older juvs),,,,,,,,,,,,
NM 78,,24-Mar-15,Liz Ballare,9:49:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 79,,25-Mar-15,Liz Ballare,7:32:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 80,,25-Mar-15,Liz Ballare,7:50:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 81,,25-Mar-15,Liz Ballare,8:08:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 82,,25-Mar-15,Liz Ballare,9:54:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
NM 83,,25-Mar-15,Liz Ballare,10:25:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
NM 84,,25-Mar-15,Liz Ballare,10:36:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult unflanged male,,,,,,,,,,,,
NM 85,,26-Mar-15,Liz Ballare,9:10:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,independent immature (older juvs),,,,,,,,,,,,
NM 86,,26-Mar-15,Liz Ballare,9:19:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 87,,26-Mar-15,,9:30:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
NM 88,,26-Mar-15,Liz Ballare,10:00:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,independent immature (older juvs),,,,,,,,,,,,
NM 89,,26-Mar-15,Liz Ballare,9:58:00 AM,FALSE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
NM 90,,26-Mar-15,Liz Ballare,9:54:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult unflanged male,,,,,,,,,,,,
NM 91,,26-Mar-15,Liz Ballare,10:13:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
NM 92,,27-Mar-15,Liz Ballare,8:20:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 93,,27-Mar-15,Liz Ballare,9:40:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
NM 94,,27-Mar-15,Liz Ballare,9:47:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 95,,27-Mar-15,Liz Ballare,9:50:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
NM 96,,27-Mar-15,Liz Ballare,10:07:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 97,,30-Mar-15,Liz Ballare,9:35:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
NM 98,,30-Mar-15,Liz Ballare,10:07:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult unflanged male,,,,,,,,,,,,
NM 99,,31-Mar-15,Liz Ballare,8:23:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
NM 100,,31-Mar-15,Liz Ballare,10:07:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 101,,31-Mar-15,Liz Ballare,10:09:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
NM 102,,31-Mar-15,Liz Ballare,10:31:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,independent immature (older juvs),,,,,,,,,,,,
NM 1,,2-Aug-13,Liz Ballare,11:00:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,independent immature (older juvs),,,,,,,,,,,,
NM 2,,2-Aug-13,Liz Ballare,10:34:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,independent immature (older juvs),,,,,,,,,,,,
NM 3,,2-Aug-13,Liz Ballare,9:52:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 4,,2-Aug-13,Liz Ballare,11:02:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 5,,3-Aug-13,Liz Ballare,7:45:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,independent immature (older juvs),,,,,,,,,,,,
NM 6,,3-Aug-13,Liz Bllare,8:48:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
NM 7,,5-Aug-13,Liz Ballare,6:50:00 AM,FALSE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,dependent immature - clinging infant (0-4yrs),,,,,,,,,,,,
NM 8,,4-Aug-13,Liz Ballare,8:48:00 AM,FALSE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
NM 9,,4-Aug-13,Liz Ballare,9:18:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,dependent immature - clinging infant (0-4yrs),,,,,,,,,,,,
NM 10,,4-Aug-13,Liz Ballare,9:39:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 11,,4-Aug-13,Liz Ballare,9:44:00 AM,FALSE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult unflanged male,,,,,,,,,,,,
NM 12,,4-Aug-13,Liz Ballare,10:06:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 13,,5-Aug-13,Liz Ballare,7:56:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 14,,5-Aug-13,Liz Ballare,7:23:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 15,,5-Aug-13,Liz Ballare,8:41:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
NM 16,,7-Aug-13,Liz Ballare,7:35:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult unflanged male,,,,,,,,,,,,
NM 17,,7-Aug-13,Liz Ballare,7:43:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult unflanged male,,,,,,,,,,,,
NM 18,,7-Aug-13,Liz Ballare,8:42:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
NM 19,,7-Aug-13,Liz Ballare,8:50:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
NM 20,,7-Aug-13,Liz Ballare,9:54:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,,,,,,,,,,,,,
NM 21,,7-Aug-13,Liz Ballare,9:37:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult unflanged male,,,,,,,,,,,,
NM 22,,8-Aug-13,Liz Ballare,6:41:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult unflanged male,,,,,,,,,,,,
NM 23,,8-Aug-13,Liz Ballare,7:23:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 24,,8-Aug-13,Liz Ballare,8:31:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
NM 25,,8-Aug-13,Liz Ballare,8:19:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
NM 26,,8-Aug-13,Liz Ballare,10:18:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
NM 27,,8-Aug-13,Liz Ballare,10:22:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,,,,,,,,,,,,,
NM 28,,9-Aug-13,Liz Ballare,6:49:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,dependent immature - clinging infant (0-4yrs),,,,,,,,,,,,
NM 29,,9-Aug-13,Liz Ballare,7:01:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
NM 30,,9-Aug-13,Liz Ballare,7:20:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,,,,,,,,,,,,,
NM 31,,9-Aug-13,Liz Ballare,7:27:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,,,,,,,,,,,,,
NM 32,,9-Aug-13,Liz Ballare,8:22:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,,,,,,,,,,,,,
NM 33,,9-Aug-13,Liz Ballare,9:12:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,,,,,,,,,,,,,
NM 34,,9-Aug-13,Liz Ballare,10:03:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult unflanged male,,,,,,,,,,,,
NM 35,,10-Aug-13,Liz Ballare,6:38:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,,,,,,,,,,,,,
NM 36,,10-Aug-13,Liz Ballare,7:39:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,,,,,,,,,,,,,
NM 37,,10-Aug-13,Liz Ballare,9:00:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,,,,,,,,,,,,,
NM 38,,10-Aug-13,Liz Ballare,9:11:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
NM 39,,10-Aug-13,Liz Ballare,10:00:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult unflanged male,,,,,,,,,,,,
NM 40,,12-Aug-13,Liz Ballare,8:27:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 41,,12-Aug-13,Liz Ballare,8:39:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 42,,12-Aug-13,Liz Ballare,8:53:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
NM 43,,12-Aug-13,Liz Ballare,8:07:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
NM 44,,12-Aug-13,Liz Ballare,9:19:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 45,,12-Aug-13,Liz Ballare,9:30:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 46,,12-Aug-13,Liz Ballare,9:35:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 47,,12-Aug-13,Liz Ballare,9:50:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
NM 48,,13-Aug-13,Liz Ballare,10:07:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 49,,13-Aug-13,Liz Ballare,10:27:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,independent immature (older juvs),,,,,,,,,,,,
NM 50,,13-Aug-13,Liz Ballare,6:34:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female no dependent,,,,,,,,,,,,
NM 51,,13-Aug-13,Liz Ballare,10:52:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
NM 52,,13-Aug-13,Liz Ballare,10:22:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult flanged male,,,,,,,,,,,,
NM 53,,13-Aug-13,Liz Ballare,10:46:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
NM 54,,14-Aug-13,Liz Ballare,7:15:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,independent immature (older juvs),,,,,,,,,,,,
NM 55,,14-Aug-13,Liz Ballare,10:10:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult unflanged male,,,,,,,,,,,,
NM 56,,14-Aug-13,Liz Ballare,9:10:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult unflanged male,,,,,,,,,,,,
NM 57,,14-Aug-13,Liz Ballare,6:33:00 AM,TRUE,FALSE,FALSE,,Nyaru menteng,Pongo pygmaeus wurmbii,adult female with dependent,,,,,,,,,,,,
