"follow_number","date","year","month","day","name_focal","class_focal","sex_focal","age_category","follow_type","length_active_period_min","ap_kcal","prev_day_ap_kcal","lipid_kcal","prev_day_lipid_kcal","tnc_kcal","prev_day_tnc_kcal","ndf_kcal_low","prev_day_ndf_kcal_low","total_kcal_using_ap_low_fermentation","prev_day_total_kcal_using_ap_low_fermentation","total_kcal_npe_low_fermentation","prev_day_total_kcal_npe_low_fermentation","npe_to_ap","lipid_to_ap","lipid_to_tnc","lipid_to_ndf_low","tnc_to_ap","tnc_to_ndf_low","ap_to_ndf_low","percent_ap","percent_lipid","percent_ndf_low","percent_tnc","fai","hi_low_quartile","fruit_category_quartiles"
6304,2014-06-12,2014,6,12,"Bobo","adult_flanged_male","male","adult","N-N",502,178.923844897008,115.397745985848,293.947695610578,131.19337475733,1209.16788860299,436.460878195342,148.985840649276,118.185540656994,1831.02526975985,801.237539595513,1652.10142486285,685.839793609665,9.23354528745917,1.64286485001359,0.243099158008727,1.97299081798353,6.75800304480943,8.11599198510058,1.20094529867579,9.77178457621586,16.0537214021699,8.13674410232556,66.0377499192886,3.126879134,"low","medium"
7185,2015-07-03,2015,7,3,"Bobo","adult_flanged_male","male","adult","N-N",626,290.646514173838,NA,99.9952234885629,NA,567.745141028115,NA,289.526070315703,NA,1247.91294900622,NA,957.266434832381,NA,3.29357617638528,0.344044117552206,0.176126956027284,0.345375542104125,1.95338706415224,1.96094652343065,1.00386992389636,23.2906080833039,8.01299670527456,23.2008226652563,45.4955725461653,4.422604423,"high","medium"
7187,2015-07-04,2015,7,4,"Bobo","adult_flanged_male","male","adult","N-N",638,276.962453558629,290.646514173838,93.1992901507991,99.9952234885629,535.841867550323,567.745141028115,292.871737171542,289.526070315703,1198.87534843129,1247.91294900622,921.912894872665,957.266434832381,3.32865658513351,0.336505143398689,0.173930586232227,0.318225620030416,1.93470941878731,1.82961276060744,0.945678324011186,23.1018557451389,7.77389328029379,24.4288730729812,44.6953779015861,4.422604423,"high","medium"
7190,2015-07-05,2015,7,5,"Bobo","adult_flanged_male","male","adult","N-N",626,329.734057057659,276.962453558629,366.792551762684,93.1992901507991,799.431103191651,535.841867550323,302.433506923617,292.871737171542,1798.39121893561,1198.87534843129,1468.65716187795,921.912894872665,4.45406572491581,1.11238904174992,0.458816964086461,1.21280394984582,2.42447234697343,2.64332848341952,1.09026959483341,18.3349458997478,20.3955928999571,16.8168918831028,44.4525693171923,4.422604423,"high","medium"
7194,2015-07-06,2015,7,6,"Bobo","adult_flanged_male","male","adult","N-N",642,173.586435657827,329.734057057659,58.1291905055429,366.792551762684,335.585195797497,799.431103191651,190.169347334197,302.433506923617,757.470169295064,1798.39121893561,583.883733637237,1468.65716187795,3.36364838315009,0.334871732835894,0.173217386325409,0.305670663124214,1.93324550115771,1.76466502357897,0.91279923968384,22.9166035435263,7.67412273933383,25.1058530148028,44.3034207023371,4.422604423,"high","medium"
7199,2015-07-07,2015,7,7,"Bobo","adult_flanged_male","male","adult","N-N",624,195.418874789045,173.586435657827,68.5783110849734,58.1291905055429,386.76083036879,335.585195797497,184.25201778071,190.169347334197,835.010034023518,757.470169295064,639.591159234473,583.883733637237,3.27292417339376,0.350929822715456,0.177314520241312,0.372198426432393,1.97913753615816,2.09908599660004,1.06060642994763,23.4031768273986,8.21287269501745,22.0658447531327,46.3181057244513,4.422604423,"high","medium"
7735,2016-02-21,2016,2,21,"Bobo","adult_flanged_male","male","adult","N-N",750,149.99021290942,NA,50.4846032202438,NA,431.17570283509,NA,59.9562317457178,NA,691.606750710471,NA,541.616537801051,NA,3.61101252738496,0.33658598278497,0.117085918543867,0.842024285888339,2.8746922513903,7.19150770955323,2.50166177129923,21.6872106519114,7.29961111113826,8.66912182163147,62.3440564153189,1.086637298,"low","low"
7738,2016-02-22,2016,2,22,"Bobo","adult_flanged_male","male","adult","N-N",602,112.908270530174,149.99021290942,27.9596988119636,50.4846032202438,229.205972891209,431.17570283509,44.374573053347,59.9562317457178,414.448515286694,691.606750710471,301.54024475652,541.616537801051,2.67066569473256,0.247631981967977,0.121985035814204,0.630083781952122,2.03001934061114,5.1652547195363,2.5444362111256,27.2430148415589,6.74624175999824,10.7068963735221,55.3038470249208,1.086637298,"low","low"
7739,2016-02-23,2016,2,23,"Bobo","adult_flanged_male","male","adult","N-N",664,164.659366400632,112.908270530174,54.1169046038087,27.9596988119636,372.459868924714,229.205972891209,63.3926231177688,44.374573053347,654.628763046923,414.448515286694,489.969396646291,301.54024475652,2.97565457317593,0.328659740328025,0.145295934190289,0.853678266369764,2.26200232070907,5.87544497461115,2.59745311524233,25.1530906821504,8.2668082520428,9.6837515697771,56.8963494960297,1.086637298,"low","low"
7740,2016-02-24,2016,2,24,"Bobo","adult_flanged_male","male","adult","N-N",644,174.126490641359,164.659366400632,47.9337064214337,54.1169046038087,402.830756109121,372.459868924714,54.3895698359319,63.3926231177688,679.280523007845,654.628763046923,505.154032366487,489.969396646291,2.90107513512652,0.275280953776073,0.118992171512468,0.88130328233938,2.31343751674646,7.40639716997716,3.20146842798385,25.6339589821196,7.05654067765462,8.00693792825026,59.3025624119755,1.086637298,"low","low"
9306,2017-11-02,2017,11,2,"Bobo","adult_flanged_male","male","adult","N-N",680,296.971054361951,NA,1116.44199188068,NA,1952.72801283332,NA,430.774510256213,NA,3796.91556933216,NA,3499.94451497021,NA,11.7854735792009,3.75943034003561,0.571734509129501,2.59170857443876,6.57548264098936,4.53306304421747,0.689388641369057,7.82137629713439,29.4039193522824,11.3453802801304,51.4293240704528,3.658161697,"low","medium"
6798,2015-01-26,2015,1,26,"Charlie","weaned_immature_male","male","immature","N-N",656,280.98291017601,NA,142.044646247068,NA,914.587564924773,NA,333.567583179681,NA,1671.18270452753,NA,1390.19979435152,NA,4.94763113344042,0.505527706856227,0.155310056351741,0.425834683613586,3.25495797716618,2.74183587087993,0.842356764699929,16.8134165950125,8.49964793569509,19.9599709999383,54.7269644693541,5.39067232,"high","medium"
6802,2015-01-27,2015,1,27,"Charlie","weaned_immature_male","male","immature","N-N",714,330.055651955435,280.98291017601,116.78147410239,142.044646247068,1559.81331892788,914.587564924773,252.032662090525,333.567583179681,2258.68310707623,1671.18270452753,1928.6274551208,1390.19979435152,5.84334018731243,0.353823585236342,0.0748688786570039,0.463358491449987,4.72591003876671,6.18893323583443,1.30957491468659,14.6127471765031,5.17033459614256,11.1583896519583,69.058528575396,5.39067232,"high","medium"
7233,2015-07-25,2015,7,25,"Charlie","weaned_immature_male","male","immature","N-N",572,87.9095640536372,NA,29.0544491696967,NA,167.755875623527,NA,96.9552968230165,NA,381.675185669878,NA,293.765621616241,NA,3.34167988180447,0.330503847703868,0.173194822903848,0.299668508289269,1.90827786975684,1.73023941053732,0.906702025925499,23.0325594521811,7.61234952141394,25.402567539949,43.952523486456,4.422604423,"high","medium"
7288,2015-08-19,2015,8,19,"Charlie","weaned_immature_male","male","immature","N-N",766,152.629659767053,NA,239.102956773815,NA,801.531697998749,NA,135.583301359653,NA,1328.84761589927,NA,1176.21795613222,NA,7.70635247387298,1.56655631113075,0.298307549621311,1.76351331156602,5.25148060489729,5.91172873031449,1.12572609042895,11.4858662453756,17.9932562554968,10.2030736810932,60.3178038180344,5.682520074,"high","medium"
7292,2015-08-20,2015,8,20,"Charlie","weaned_immature_male","male","immature","N-N",656,38.3315445156408,152.629659767053,13.0427383787619,239.102956773815,94.6953210647376,801.531697998749,12.8756537653763,135.583301359653,158.945257724517,1328.84761589927,120.613713208876,1176.21795613222,3.14659152749925,0.340261227236484,0.137733715162604,1.01297678676596,2.47042800547987,7.35460294213419,2.97705617237997,24.1161926215357,8.20580529767519,8.10068444300008,59.577317637789,5.682520074,"high","medium"
7480,2015-11-22,2015,11,22,"Charlie","weaned_immature_male","male","immature","N-N",742,761.857599130247,NA,766.453213977205,NA,1220.28449658352,NA,145.064204455444,NA,2893.65951414642,NA,2131.80191501617,NA,2.79816322295647,1.00603211788162,0.628093871652943,5.28354473699692,1.60172255022018,8.41203039140042,5.25186486900874,26.3285156876856,26.4873323979617,5.01317462356091,42.1709772907917,3.448275862,"low","medium"
7485,2015-11-23,2015,11,23,"Charlie","weaned_immature_male","male","immature","N-N",788,693.377761861715,761.857599130247,479.513827304662,766.453213977205,1633.66986009494,1220.28449658352,84.9071255114375,145.064204455444,2891.46857477275,2893.65951414642,2198.09081291104,2131.80191501617,3.1701201477953,0.691562166656702,0.29351941846855,5.64750984580286,2.35610362770871,19.2406685570208,8.16630827725187,23.9801244222829,16.5837468021712,2.93647063129886,56.499658144247,3.448275862,"low","medium"
7489,2015-11-24,2015,11,24,"Charlie","weaned_immature_male","male","immature","N-N",770,719.458601688801,693.377761861715,572.544221076109,479.513827304662,679.649884284755,1633.66986009494,40.4305420629284,84.9071255114375,2012.08324911259,2891.46857477275,1292.62464742379,2198.09081291104,1.79666299685567,0.795798701596122,0.842410532709263,14.1611809256717,0.944668508638854,16.8103084847814,17.7949284125104,35.7569003174252,28.455294845709,2.00938714045553,33.7784176964103,3.448275862,"low","medium"
7492,2015-11-25,2015,11,25,"Charlie","weaned_immature_male","male","immature","N-N",732,597.240418859455,719.458601688801,887.837257150897,572.544221076109,873.508661218918,679.649884284755,134.884705959015,40.4305420629284,2493.47104318828,2012.08324911259,1896.23062432883,1292.62464742379,3.17498709807693,1.48656592741394,1.01640349611644,6.58219366560854,1.46257459079386,6.47596519567116,4.42778456321748,23.952169827318,35.6064795529232,5.40951563594434,35.0318349838145,3.448275862,"low","medium"
7496,2015-11-26,2015,11,26,"Charlie","weaned_immature_male","male","immature","N-N",772,716.722361493286,597.240418859455,508.192549064823,887.837257150897,1904.33524097351,873.508661218918,69.4729182291416,134.884705959015,3198.72306976076,2493.47104318828,2482.00070826747,1896.23062432883,3.46298768060793,0.709050779448275,0.266860864689471,7.31497340285402,2.65700547839172,27.4111882660876,10.3165719788728,22.4065149080533,15.8873568602746,2.17189536930866,59.5342328623634,3.448275862,"low","medium"
7501,2015-11-27,2015,11,27,"Charlie","weaned_immature_male","male","immature","N-N",748,474.619616471218,716.722361493286,354.421646522394,508.192549064823,561.735644212576,1904.33524097351,40.0779934514197,69.4729182291416,1430.85490065761,3198.72306976076,956.23528418639,2482.00070826747,2.01474033310289,0.746748836800105,0.630940283341307,8.84329817938627,1.18354915118988,14.0160620788933,11.8423996711943,33.1703526509283,24.76992225833,2.80098236606662,39.2587427246751,3.448275862,"low","medium"
7505,2015-11-28,2015,11,28,"Charlie","weaned_immature_male","male","immature","N-N",796,475.838453669054,474.619616471218,381.923401985026,354.421646522394,462.36166836697,561.735644212576,19.3193512557082,40.0779934514197,1339.44287527676,1430.85490065761,863.604421607705,956.23528418639,1.81491095338911,0.802632488064225,0.826027389627591,19.7689558479445,0.971677813766062,23.9325670022361,24.6301466012458,35.525102447593,28.5136013662481,1.44234230606634,34.5189538800926,3.448275862,"low","medium"
7508,2015-11-29,2015,11,29,"Charlie","weaned_immature_male","male","immature","N-N",750,658.041214780599,475.838453669054,901.502893839773,381.923401985026,761.076969241423,462.36166836697,141.740678064763,19.3193512557082,2462.36175592656,1339.44287527676,1804.32054114596,863.604421607705,2.74195673556336,1.36997937756885,1.18450949151479,6.36022704384035,1.15657948491141,5.3695028105741,4.64257137587512,26.7239861566558,36.6113099210537,5.75628977844596,30.9084141438445,3.448275862,"low","medium"
8127,2016-07-12,2016,7,12,"Charlie","weaned_immature_male","male","immature","N-N",768,286.882759782693,NA,210.564778972887,NA,972.751950135082,NA,197.020236246646,NA,1667.21972513731,NA,1380.33696535461,NA,4.81150197523263,0.733975018688419,0.216462972851041,1.06874696216121,3.39076475307167,4.93731998634553,1.4561080894429,17.2072556158767,12.6296957622395,11.8172927824747,58.3457558394092,0.269784173,"low","low"
8131,2016-07-13,2016,7,13,"Charlie","weaned_immature_male","male","immature","N-N",810,189.221645039179,286.882759782693,135.380852048422,210.564778972887,501.801838246547,972.751950135082,219.618325523447,197.020236246646,1046.0226608576,1667.21972513731,856.801015818416,1380.33696535461,4.52802857538317,0.715461764537513,0.26978947012527,0.616436955913175,2.65192620084582,2.28488145081032,0.861593150699884,18.089631527107,12.9424396922174,20.9955609702939,47.9723678103816,0.269784173,"low","low"
8135,2016-07-14,2016,7,14,"Charlie","weaned_immature_male","male","immature","N-N",702,143.503334737873,189.221645039179,64.0866463451591,135.380852048422,343.301246933398,501.801838246547,132.695353175679,219.618325523447,683.58658119211,1046.0226608576,540.083246454236,856.801015818416,3.76355885694758,0.446586460601918,0.186677581038883,0.482960742870271,2.39228759081091,2.58713842434928,1.08144958586368,20.9927079738191,9.37505915247752,19.4116380904188,50.2205947832846,0.269784173,"low","low"
8139,2016-07-15,2016,7,15,"Charlie","weaned_immature_male","male","immature","N-N",710,189.441490718343,143.503334737873,167.758664759797,64.0866463451591,517.478804043351,343.301246933398,174.721175941975,132.695353175679,1049.40013546347,683.58658119211,859.958644745123,540.083246454236,4.53944192206388,0.885543415667141,0.324184610942525,0.960150730759212,2.73160225925758,2.96174062046838,1.08425031881228,18.0523600404031,15.9861485710316,16.6496239172687,49.3118674712965,0.269784173,"low","low"
8553,2016-12-03,2016,12,3,"Charlie","weaned_immature_male","male","immature","N-N",686,204.095116147551,NA,115.844901826093,NA,992.757734001225,NA,202.295326548497,NA,1514.99307852337,NA,1310.89796237582,NA,6.42297565527289,0.567602517947281,0.116690001858953,0.57265238798446,4.86419152373792,4.90746746817815,1.00889684220472,13.4716863753912,7.6465631076681,13.3528878393075,65.5288626776332,2.138057422,"low","low"
8914,2017-05-12,2017,5,12,"Charlie","adolescent_male","male","adolescent","N-N",712,236.673738791461,NA,962.269021362826,NA,1282.84894806171,NA,266.483690236026,NA,2748.27539845202,NA,2511.60165966056,NA,10.6120842662379,4.06580394714051,0.750103137876636,3.61098655047347,5.42032654156046,4.8139867281389,0.888135925248703,8.61171842257036,35.0135587541492,9.69639688897714,46.6783259343033,2.866831073,"low","medium"
8917,2017-05-13,2017,5,13,"Charlie","adolescent_male","male","adolescent","N-N",764,238.669794308302,236.673738791461,206.04082427757,962.269021362826,1138.21831884141,1282.84894806171,120.606533957043,266.483690236026,1703.53547138433,2748.27539845202,1464.86567707603,2511.60165966056,6.13762491948933,0.863288229977761,0.181020478116446,1.70837198879255,4.76900867217038,9.4374515334867,1.97891263829296,14.0102626753263,12.0948948665059,7.07977826015186,66.815064198016,2.866831073,"low","medium"
9103,2017-08-13,2017,8,13,"Charlie","adolescent_male","male","adolescent","N-N",736,257.195802379523,NA,191.030715369436,NA,1115.54105355281,NA,221.479074646862,NA,1785.24664594863,NA,1528.05084356911,NA,5.94119666585493,0.742744296765571,0.171244899289932,0.862522636389128,4.33732216168402,5.03677855495599,1.16126456998075,14.4067377447925,10.7005222949419,12.4060770622075,62.4866628980581,2.646153846,"low","medium"
9105,2017-08-14,2017,8,14,"Charlie","adolescent_male","male","adolescent","N-N",758,427.54788100587,257.195802379523,271.028477482123,191.030715369436,1443.99267473406,1115.54105355281,285.368534499642,221.479074646862,2427.93756772169,1785.24664594863,2000.38968671583,1528.05084356911,4.67875008995393,0.633913742817503,0.187693803593594,0.949748990221848,3.37738236788089,5.06009773385115,1.49823063623858,17.6095088559904,11.1629096680788,11.7535367586665,59.4740447172643,2.646153846,"low","medium"
9107,2017-08-15,2017,8,15,"Charlie","adolescent_male","male","adolescent","N-N",740,233.961559392966,427.54788100587,152.612551735586,271.028477482123,1066.50012249449,1443.99267473406,177.212251412131,285.368534499642,1630.28648503517,2427.93756772169,1396.32492564221,2000.38968671583,5.96818096641642,0.652297548928777,0.14309660966436,0.861185107234291,4.55844167418621,6.01820762388599,1.32023354778591,14.3509476120032,9.36108795211498,10.8700067772633,65.4179576586185,2.646153846,"low","medium"
9277,2017-10-22,2017,10,22,"Charlie","adolescent_male","male","adolescent","N-N",618,186.961463360847,NA,844.410945941834,NA,1201.40719882327,NA,370.341135855748,NA,2603.1207439817,NA,2416.15928062085,NA,12.9233010759951,4.51649730785466,0.70285157835653,2.28008952878176,6.4259616780196,3.24405550047034,0.504835799374097,7.18220481293824,32.4384087020963,14.2268135933364,46.1525728916291,4.160246533,"high","medium"
5552,2013-06-17,2013,6,17,"Chaz","adult_flanged_male","male","adult","N-N",666,283.942626950637,NA,160.179137957604,NA,1192.73824829771,NA,221.80610992356,NA,1858.66612312951,NA,1574.72349617888,NA,5.54592141761314,0.564125012428836,0.134295297552681,0.722158366209145,4.20063116660912,5.37739131130679,1.28013888818703,15.2766881268891,8.61796187945279,11.9336177252801,64.171732268378,4.644326867,"high","medium"
5556,2013-06-18,2013,6,18,"Chaz","adult_flanged_male","male","adult","N-N",696,97.510476837823,283.942626950637,42.4494762553485,160.179137957604,861.385882556546,1192.73824829771,66.7842412578255,221.80610992356,1068.13007690754,1858.66612312951,970.61960006972,1574.72349617888,9.95400321633162,0.435332465104744,0.0492804411065582,0.635621150376916,8.83377776922557,12.8980410098709,1.4600821241852,9.12908258516003,3.97418602594251,6.25244459468641,80.644286794211,4.644326867,"high","medium"
5558,2013-06-19,2013,6,19,"Chaz","adult_flanged_male","male","adult","N-N",674,68.2433269774741,97.510476837823,33.4484578363854,42.4494762553485,353.648311432269,861.385882556546,73.9308598604374,66.7842412578255,529.270956106566,1068.13007690754,461.027629129092,970.61960006972,6.7556440980855,0.490135216406231,0.0945811325972963,0.452428903160704,5.1821669179318,4.7835005855453,0.923069569409853,12.8938356035039,6.31972290382976,13.968433182937,66.8180083097293,4.644326867,"high","medium"
5559,2013-06-20,2013,6,20,"Chaz","adult_flanged_male","male","adult","N-N",662,96.1216288207012,68.2433269774741,39.101077543691,33.4484578363854,208.258680918231,353.648311432269,47.6854911847261,73.9308598604374,391.16687846735,529.270956106566,295.045249646648,461.027629129092,3.06949906349388,0.406787504783419,0.187752449844063,0.819978500215498,2.16661622855667,4.36733848690937,2.01574161097222,24.5730490263695,9.99600929835749,12.1905748696221,53.2403668056508,4.644326867,"high","medium"
5607,2013-07-08,2013,7,8,"Chaz","adult_flanged_male","male","adult","N-N",710,134.099676509445,NA,137.80571509161,NA,886.786565723603,NA,111.442228538251,NA,1270.13418586291,NA,1136.03450935346,NA,8.471567858506,1.02763644684784,0.155398965679147,1.23656639766774,6.61289116279967,7.95736568942736,1.20331115294789,10.5579141166364,10.8496973489449,8.77405157491601,69.8183369595027,3.003533569,"low","medium"
5611,2013-07-09,2013,7,9,"Chaz","adult_flanged_male","male","adult","N-N",764,140.072310991086,134.099676509445,135.810449672411,137.80571509161,824.192984161038,886.786565723603,112.837749854157,111.442228538251,1212.91349467869,1270.13418586291,1072.84118368761,1136.03450935346,7.65919528346953,0.969573848760538,0.164779914755832,1.2035905523457,5.88405358867454,7.30423094422134,1.24136037072815,11.5484172288966,11.1970433397138,9.30303359218937,67.9515058392002,3.003533569,"low","medium"
5614,2013-07-10,2013,7,10,"Chaz","adult_flanged_male","male","adult","N-N",712,195.466639742116,140.072310991086,249.969194032447,135.810449672411,1308.86353819244,824.192984161038,187.549037178295,112.837749854157,1941.8484091453,1212.91349467869,1746.38176940318,1072.84118368761,8.93442365258454,1.27883302420422,0.190981860781039,1.33282046014884,6.69609678623041,6.97878036530874,1.04221617280975,10.0660092117155,12.8727450018856,9.65827385366523,67.4029719327337,3.003533569,"low","medium"
5617,2013-07-11,2013,7,11,"Chaz","adult_flanged_male","male","adult","N-N",768,123.879760024361,195.466639742116,179.441252144019,249.969194032447,899.712858875112,1308.86353819244,126.475473565575,187.549037178295,1329.50934460907,1941.8484091453,1205.62958458471,1746.38176940318,9.73225637785884,1.44851146069973,0.199442800415646,1.41878300262684,7.26279142531585,7.11373386088669,0.979476546178981,9.31770510125949,13.4968026265947,9.51294355909657,67.6725487130492,3.003533569,"low","medium"
5636,2013-07-18,2013,7,18,"Chaz","adult_flanged_male","male","adult","N-N",662,201.850839071275,NA,233.835057666456,NA,1545.80216265705,NA,208.027899751371,NA,2189.51595914615,NA,1987.66512007487,NA,9.84719770906185,1.15845472202316,0.151271012109675,1.12405623450474,7.65814088150117,7.43074445545305,0.970306575764699,9.21897089756731,10.679760368481,9.50109081792199,70.6001779160298,3.003533569,"low","medium"
5640,2013-07-19,2013,7,19,"Chaz","adult_flanged_male","male","adult","N-N",624,265.672356069076,201.850839071275,299.583908266394,233.835057666456,2112.45311352669,1545.80216265705,369.880919260634,208.027899751371,3047.59029712279,2189.51595914615,2781.91794105371,1987.66512007487,10.4712360074467,1.12764426340428,0.141818015438102,0.809946911739164,7.95134708323752,5.71117082154259,0.718264560929869,8.71745642187847,9.8301897256081,12.1368321591599,69.3155216933536,3.003533569,"low","medium"
5643,2013-07-20,2013,7,20,"Chaz","adult_flanged_male","male","adult","N-N",592,295.018977000828,265.672356069076,617.142682871769,299.583908266394,2218.19022500926,2112.45311352669,206.478729427333,369.880919260634,3336.83061430919,3047.59029712279,3041.81163730837,2781.91794105371,10.3105626228913,2.09187452666829,0.27821900751059,2.98889229211846,7.51880522249605,10.7429478627721,1.42881050178418,8.84129316410938,18.4948759528069,6.18786966715958,66.4759612159242,3.003533569,"low","medium"
5646,2013-07-21,2013,7,21,"Chaz","adult_flanged_male","male","adult","N-N",678,266.761074072033,295.018977000828,258.25416322284,617.142682871769,2264.42002446735,2218.19022500926,261.655964567624,206.478729427333,3051.09122632985,3336.83061430919,2784.33015225782,3041.81163730837,10.4375428909316,0.968110374128661,0.114048701403613,0.986998953567116,8.48856990227853,8.65418844248101,1.01951077061379,8.74313661191047,8.46432125641464,8.57581583630227,74.2167262953726,3.003533569,"low","medium"
